1416715163|0.09|0.14|0.14
1416715169|0.08|0.14|0.14
1416715298|0.05|0.1|0.13
1416716312|0|0.04|0.06
1416717286|0.01|0.04|0.05
1416717294|0.01|0.04|0.05
1416717300|0.01|0.04|0.05
1416717310|0.16|0.07|0.06
1416717319|0.13|0.07|0.06
1416717322|0.12|0.07|0.06
1416717336|0.10|0.07|0.06
1416717382|0.10|0.07|0.06
